GeoType,GEOID,GeoName,TotalPop,discuss,discussOppose,CO2limits,CO2limitsOppose,trustclimsciSST,trustclimsciSSTOppose,regulate,regulateOppose,supportRPS,supportRPSOppose,fundrenewables,fundrenewablesOppose,mediaweekly,mediaweeklyOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmUS,harmUSOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose
CBSA,16940,"Cheyenne, WY",62674,32.251,30.531,61.517,37.127,66.007,31.523,69.418,29.89,60.196,38.303,79.856,19.262,NA,NA,65.129,17.111,46.52,38.252,42.975,34.537,50.298,49.845,34.204,57.576,52.057,39.859,56.679,31.863,64.237,24.902,64.478,25.891,45.615,53.872
CBSA,16980,"Chicago-Naperville-Elgin, IL-IN-WI",88178160,35.435,27.798,76.892,21.349,74.5,22.472,78.764,19.918,69.463,29.515,86.019,12.768,NA,NA,75.495,9.013,58.679,28.46,54.988,24.073,63.026,36.491,42.708,46.603,62.647,27.833,67.549,20.709,74.493,14.577,75.41,14.594,54.372,44.513
CBSA,17020,"Chico, CA",141823,36.23,26.723,68.083,30.757,68.969,27.924,73.316,25.606,66.285,32.457,82.258,16.899,NA,NA,70.728,13.546,50.99,32.636,47.92,29.183,58.227,41.523,39.518,51.632,57.967,34.532,62.929,26.821,69.293,20.951,69.462,21.329,51.523,47.996
CBSA,17060,"Chillicothe, OH",54217,26.964,35.695,62.078,36.275,68.379,28.541,74.158,24.673,63.866,34.864,80.679,18.291,NA,NA,66.346,14.416,48.924,37.201,43.586,30.854,50.018,50.283,33.399,55.911,51.567,37.785,56.763,29.836,64.664,23.02,64.436,24.638,44.84,54.774
CBSA,17140,"Cincinnati, OH-KY-IN",21102480,29.155,32.838,59.92,38.702,68.374,29.28,72.047,26.923,62.289,36.531,80.92,17.87,NA,NA,66.596,15.982,49.78,35.25,46.137,32.282,52.361,47.884,35.43,55.59,53.386,37.756,58.385,30.713,66.046,23.092,63.97,26.069,45.89,53.983
CBSA,17200,"Claremont-Lebanon, NH-VT",620780,37.169,25.827,74.983,24.233,75.693,22.406,79.132,20.047,70.151,28.633,85.353,13.924,NA,NA,73.631,10.941,56.836,30.141,54.476,27.574,61.141,38.859,38.149,54.41,59.475,33.954,65.726,25.342,73.658,18.115,72.932,19.887,51.904,47.435
CBSA,17220,"Clarksburg, WV",201654,26.465,37.293,54.588,44.269,65.304,33.541,68.762,30.834,57.797,41.259,78.414,21.246,NA,NA,58.85,20.028,43.907,38.253,35.583,35.96,47.407,52.434,32.296,56.41,49.245,40.023,53.095,32.838,61.406,26.372,59.675,30.019,40.59,59.093
CBSA,17260,"Clarksdale, MS",15430,29.112,40.35,73.176,24.543,72.443,22.275,76.099,21.342,66.954,30.603,81.633,16.299,NA,NA,74.187,5.159,53.351,33.999,47.732,19.216,63.344,36.714,47.913,33.681,63.642,20.447,65.515,15.561,70.791,11.432,71.186,12.288,60.966,37.557
CBSA,17300,"Clarksville, TN-KY",487575,28.722,36.251,61.902,36.331,67.284,29.41,71.888,26.767,61.981,36.462,79.96,19.049,NA,NA,65.976,14.144,48.333,36.036,42.188,31.384,52.56,47.059,36.542,51.575,53.225,35.562,57.624,28.671,65.596,21.755,65.641,22.46,47.058,52.028
CBSA,17340,"Clearlake, CA",45971,37.361,26.96,70.547,27.911,69.357,26.493,75.972,22.484,66.853,31.365,83.25,15.74,NA,NA,72.47,10.759,54.939,31.396,50.188,27.794,60.984,38.768,40.993,49.409,59.559,32.031,64.771,24.465,72.948,17.304,72.9,18.333,53.697,45.476
CBSA,17380,"Cleveland, MS",21268,29.5,40.512,74.873,23.321,75.287,20.698,77.064,20.825,69.616,28.536,82.777,15.662,NA,NA,73.923,6.028,55.153,31.014,51.002,19.433,62.516,37.502,45.557,35.857,62.573,21.901,65.22,16.696,70.077,12.22,70.218,12.996,59.39,39.472
CBSA,17420,"Cleveland, TN",158974,26.697,37.719,55.783,42.832,62.302,35.618,67.609,31.723,57.842,41.166,76.295,23.115,NA,NA,58.186,20.523,43.374,38.579,36.03,36.893,45.733,54.077,31.723,56.641,48.105,41.514,51.364,34.948,59.644,27.775,58.237,28.647,41.303,58.313
CBSA,17460,"Cleveland-Elyria, OH",7121805,30.306,32.475,67.309,31.311,71.987,24.797,74.963,23.633,67.621,30.992,84.005,14.55,NA,NA,71.284,11.194,52.718,33.543,49.134,27.433,55.628,44.746,36.573,53.61,56.774,33.243,61.882,25.597,68.753,19.86,68.906,20.602,49.647,50.129
CBSA,17500,"Clewiston, FL",23629,33.802,33.531,73.503,25.604,71.768,26.201,75.441,23.095,66.511,31.33,82.064,16.04,NA,NA,73.524,8.858,57.137,29.121,51.09,22.692,62.8,37.395,47.044,43.988,63.384,26.666,66.748,20.64,72.318,15.849,71.844,17.182,54.653,45.059
CBSA,17540,"Clinton, IA",33526,30.529,31.531,67.494,31.34,70.339,26.442,74.175,23.743,65.525,33.21,81.93,16.402,NA,NA,67.425,14.049,51.837,34.108,45.362,30.183,55.855,44.321,35.605,54.587,54.614,35.835,60.431,27.987,69.099,20.766,67.625,23.597,47.125,52.341
CBSA,17580,"Clovis, NM",30328,31.288,32.669,61.761,37.144,66.064,31.951,69.846,29.224,61.043,37.655,79.161,19.853,NA,NA,64.488,16.233,47.567,36.874,41.655,32.646,52.001,47.837,37.8,51.395,53.611,36.577,57.894,29.58,64.254,22.804,63.72,24.723,46.244,53.693
CBSA,17660,"Coeur d'Alene, ID",96099,32.471,30.836,59.927,38.414,65.998,32.024,69.974,29.554,59.801,39.298,79.491,19.413,NA,NA,62.38,19.407,45.626,38.264,41.117,36.611,48.943,51.034,32.565,60.431,49.979,42.395,54.812,34.255,62.747,27.592,64.301,27.68,42.858,56.904
CBSA,17700,"Coffeyville, KS",22979,28.147,33.744,57.065,41.577,63.249,33.948,68.032,30.789,57.727,41.107,78.019,20.923,NA,NA,61.722,19.122,44.597,39.323,37.56,37.143,47.6,52.413,33.283,57.461,49.563,41.851,54.045,34.371,62.879,26.502,61.5,29.009,42.326,57.609
CBSA,17740,"Coldwater, MI",29964,28.387,33.61,64.237,34.425,65.565,31.361,71.669,26.789,60.689,37.915,79.636,18.989,NA,NA,63.366,16.673,47.107,37.538,40.969,33.377,49.376,50.691,34.204,56.217,51.472,39.214,55.657,31.638,64.15,24.212,63.426,25.574,43.816,55.9
CBSA,17780,"College Station-Bryan, TX",370728,31.294,32.793,62.917,36.657,67.404,30.902,68.065,32.15,62.112,36.815,79.351,20.608,NA,NA,67.039,14.465,49.125,34.447,44.679,31.159,55.596,44.573,39.203,50.753,55.601,35.54,60.911,27.695,67.403,21.175,65.815,23.111,47.423,52.693
CBSA,17820,"Colorado Springs, CO",850070,36.539,28.165,62.47,36.785,66.528,32.482,69.513,30.801,61.773,37.403,79.944,19.359,NA,NA,66.011,17.612,46.185,36.449,44.368,35.295,50.047,49.986,35.738,56.914,53.615,39.943,57.5,33.001,65.856,25.139,64.657,27.291,44.928,55.291
CBSA,17860,"Columbia, MO",97793,33.695,27.596,71.144,27.785,72.776,25.046,73.097,25.697,66.926,32.367,84.179,15.029,NA,NA,72.755,11.895,54.29,32.335,51.525,30.387,57.644,42.079,37.623,52.776,56.767,35.174,63.423,26.96,71.44,18.978,70.829,19.692,49.178,50.766
CBSA,17900,"Columbia, SC",3056736,31.966,35.317,68.501,30.055,72.643,24.891,74.289,24.206,66.253,32.225,81.459,16.962,NA,NA,70.666,11.466,51.51,33.298,48.259,27.449,57.174,42.432,38.588,50.525,56.448,31.66,61.89,24.316,67.932,18.632,67.261,20.637,51.673,47.535
CBSA,17980,"Columbus, GA-AL",984595,30.831,36.939,68.195,30.25,71.642,25.214,74.413,23.704,65.316,32.712,81.385,17.278,NA,NA,69.777,9.883,51.799,34.244,44.717,26.316,57.144,43.14,41.678,43.838,58.259,29.09,61.247,22.575,66.145,17.467,65.359,19.509,53.768,45.53
CBSA,18020,"Columbus, IN",52856,29.314,32.484,62.706,35.65,66.021,31.565,70.31,28.668,60.589,38.575,80.462,18.772,NA,NA,64.195,17.273,47.733,36.726,41.428,33.983,48.969,51.158,33.311,56.87,51.018,40.421,55.515,32.969,63.304,25.776,61.929,27.478,43.514,56.493
CBSA,18060,"Columbus, MS",38658,27.304,40.069,64.478,33.209,68.022,27.813,72.13,26.008,62.662,35.623,79.321,19.466,NA,NA,66.669,11.325,48.236,37.092,41.965,27.673,54.064,45.98,38.766,44.85,55.088,30.77,57.709,24.73,64.698,18.62,64.47,19.967,50.838,48.161
CBSA,18100,"Columbus, NE",21129,29.296,32.415,58.294,40.565,62.814,35.203,67.263,31.757,57.726,41.337,78.432,20.649,NA,NA,60.987,20.465,43.651,38.473,39.813,37.247,46.94,52.97,32.614,59.629,49.363,42.804,54.29,34.914,62.786,27.72,60.538,30.513,41.18,58.962
CBSA,18140,"Columbus, OH",12796320,30.181,31.709,66.516,32.649,73.1,24.733,76.262,22.761,68.747,29.972,83.026,16.445,NA,NA,70.5,12.394,54.531,31.515,49.425,30.155,53.608,46.707,35.791,52.9,55.295,34.632,60.887,26.625,67.547,20.055,67.795,21.107,48.857,50.923
CBSA,18180,"Concord, NH",102489,34.77,27.58,71.089,27.874,73.761,24.472,78.068,21.322,68.57,30.452,84.018,15.64,NA,NA,68.938,13.419,52.715,31.827,48.539,30.952,56.974,42.999,35.376,56.142,55.794,36.629,61.939,28.41,69.958,21.376,68.975,23.363,47.886,51.673
CBSA,18220,"Connersville, IN",16670,28.152,35.033,63.671,34.361,65.405,31.446,71.71,26.761,61.068,37.385,80.372,18.614,NA,NA,62.573,16.947,47.145,37.469,40.588,33.095,49.112,51.02,33.731,54.769,50.828,38.746,54.379,31.896,62.573,24.661,62.513,25.729,44.067,55.555
CBSA,18260,"Cookeville, TN",210345,26.125,37.95,58.926,39.478,65.936,31.902,70.456,28.722,60.172,38.901,78.813,21.088,NA,NA,60.586,19.489,45.855,38.214,39.599,35.22,46.908,52.945,31.565,55.776,48.601,40.453,52.419,34.134,62.323,25.544,61.297,26.136,42.276,57.264
CBSA,18300,"Coos Bay, OR",46215,35.714,28.017,66.251,32.275,67.305,29.187,72.537,25.689,63.298,34.902,81.398,17.282,NA,NA,67.086,13.662,50.33,32.825,46.68,30.676,55.205,44.884,36.906,55.348,55.854,36.793,61.37,28.106,68.192,21.58,68.077,22.752,49.062,49.886
CBSA,18380,"Cordele, GA",15370,27.144,40.202,61.477,36.74,66.805,29.486,70.534,27.645,60.397,37.658,78.712,19.818,NA,NA,65.003,11.685,46.077,38.263,39.727,28.139,52.576,47.71,38.816,45.823,54.47,31.757,56.252,25.706,62.082,20.234,60.69,22.752,50.28,48.894
CBSA,18420,"Corinth, MS",25153,24.836,40.317,54.399,43.466,60.848,36.242,66.688,32.016,55.441,43.331,75.74,23.715,NA,NA,56.995,20.586,41.343,42.011,33.451,37.232,44.293,55.691,31.245,54.995,46.539,41.78,48.507,35.662,57.405,28.156,56.689,29.551,41.331,58.065
CBSA,18460,"Cornelia, GA",29215,26.832,37.915,53.305,45.85,63.029,36.074,66.986,32.285,56.132,42.903,75.985,23.231,NA,NA,56.567,22.557,41.889,40.678,35.639,37.785,43.967,56.204,31.891,57.019,47.387,43.402,49.382,36.988,55.992,31.261,54.054,33.332,40.424,59.548
CBSA,18500,"Corning, NY",68326,30.303,32.717,68.539,30.311,68.813,28.723,76.76,21.836,64.017,35.045,81.874,17.456,NA,NA,65.183,15.925,49.789,35.222,44.272,33.422,54.022,45.772,34.518,55.829,53.355,37.92,58.992,30.562,68.331,22.276,67.396,23.745,46.202,53.731
CBSA,18580,"Corpus Christi, TX",846870,33.084,32.034,68.342,30.586,67.923,29.084,73.402,25.969,65.716,32.317,81.182,18.595,NA,NA,69.859,11.957,54.687,31.597,46.455,27.732,60.072,40.114,43.585,45.546,59.274,30.881,64.18,24.314,70.151,18.331,68.801,20.488,51.304,48.658
CBSA,18620,"Corsicana, TX",30917,27.71,37.258,58.599,40.424,62.251,34.916,66.287,33.338,57.674,40.793,76.595,23.194,NA,NA,61.28,16.903,45.014,38.209,37.513,33.399,49.998,50.218,37.077,50.636,52.078,36.879,55.914,30.423,62.519,24.776,61.306,26.665,45.486,54.333
CBSA,18660,"Cortland, NY",30346,33.49,30.251,73.015,25.783,71.36,26.069,78.458,19.877,65.676,33.049,83.131,15.719,NA,NA,69.917,12.565,52.03,33.54,48.283,29.961,58.775,41.066,37.349,53.908,57.085,34.95,62.555,27.091,70.823,19.686,70.612,20.711,48.959,50.557
CBSA,18700,"Corvallis, OR",51458,46.638,19.81,77.543,22.092,77.104,20.833,79.004,20.246,72.447,26.725,85.781,13.088,NA,NA,78.672,8.961,61.456,25.864,63.557,24.937,66.135,33.952,42.194,53.922,64.54,31.577,71.53,21.934,76.843,16.301,76.497,17.323,57.01,42.627
CBSA,18740,"Coshocton, OH",25219,26.25,35.529,55.764,42.67,66.589,30.866,70.962,28.245,60.121,38.511,79.178,19.715,NA,NA,61.14,15.94,45.858,38.507,38.182,32.495,50.216,50.137,33.804,55.601,51.687,37.361,55.264,30.366,63.706,24.525,62.429,27.277,42.73,56.806
CBSA,18780,"Craig, CO",8668,29.165,33.56,41.198,58.11,57.799,42.893,59.898,42.063,51.684,47.254,74.066,25.173,NA,NA,54.211,21.458,39.963,39.467,28.253,39.34,48.777,51.419,35.914,53.992,52.1,37.448,54.626,30.641,61.871,26.084,59.183,29.43,36.317,63.44
CBSA,18820,"Crawfordsville, IN",25416,27.215,34.423,59.529,39.07,64.432,33.471,69.338,29.666,59.246,39.715,79.434,19.728,NA,NA,60.694,19.468,45.102,38.684,39.243,36.025,46.376,53.706,32.468,57.358,49.414,41.604,53.159,34.427,61.076,27.262,60.308,28.907,41.265,58.695
CBSA,18860,"Crescent City, CA",19350,33.933,29.566,64.941,33.292,65.612,30.026,71.711,26.501,62.408,35.7,80.14,18.605,NA,NA,67.912,13.38,50.63,34.605,44.558,30.475,56.155,43.55,39.659,50.186,56.388,34.532,61.003,27.204,68.599,20.641,68.486,21.592,49.969,49.214
CBSA,18880,"Crestview-Fort Walton Beach-Destin, FL",339194,31.135,33.935,58.38,40.52,65.131,33.565,69.377,30.25,59.527,39.681,79.376,19.955,NA,NA,63.419,18.766,45.674,37.08,41.979,36.35,47.834,52.498,32.934,59.812,50.079,42.311,54.814,34.657,63.974,26.434,63.322,28.477,42.175,57.826
CBSA,18900,"Crossville, TN",42751,25.496,38.104,54.75,43.618,61.713,35.793,67.514,31.676,56.095,42.876,77.395,22.409,NA,NA,57.774,20.989,42.514,41.176,35.927,37.81,44.785,55.049,30.869,57.152,47.016,42.259,50.52,35.793,59.444,27.688,58.787,28.109,40.689,58.82
CBSA,18980,"Cullman, AL",55380,24.807,38.862,55.497,43.514,59.491,38.861,64.747,34.617,54.919,44.278,74.901,24.655,NA,NA,53.259,24.772,40.101,41.208,34.182,39.224,41.21,58.805,29.599,59.81,45.029,45.961,48.207,39.142,55.085,34.075,54.847,33.693,38.142,61.575
CBSA,19000,"Cullowhee, NC",25565,33.949,30.464,70.573,27.827,70.448,26.994,74.254,24.361,64.846,33.695,81.76,16.679,NA,NA,68.793,13.886,51.786,32.744,47.456,30.69,55.995,43.751,37.188,53.233,55.474,35.779,60.951,27.749,69.333,19.851,70.135,20.692,48.535,50.996
CBSA,19060,"Cumberland, MD-WV",141884,27.53,37.292,59.748,38.962,66.098,32.635,70.635,28.558,59.613,39.419,79.289,19.975,NA,NA,61.517,18.102,45.907,37.422,40.215,34.115,48.588,51.243,33.276,55.665,50.184,39.425,54.418,32.364,62.44,25.36,61.729,26.794,43.037,56.779
CBSA,19100,"Dallas-Fort Worth-Arlington, TX",55283683,31.172,33.406,66.948,32.791,70.513,27.443,72.145,27.19,65.539,33.018,80.447,18.681,NA,NA,68.915,13.192,52.385,34.397,44.628,29.984,55.855,44.349,39.656,49.132,56.216,34.108,61.731,26.428,68.181,20.721,66.618,22.219,49.834,50.25
CBSA,19140,"Dalton, GA",180866,26.49,38.859,57.689,40.921,64.606,33.806,69.403,29.412,58.133,40.463,76.767,21.965,NA,NA,60.294,18.372,46.402,37.771,38.311,33.87,48.368,51.812,34.951,52.748,50.575,38.802,52.604,32.717,59.412,26.725,57.198,29.218,43.737,56.095
CBSA,19180,"Danville, IL",54345,28.779,34.859,66.952,31.133,68.619,28.972,73.852,24.595,63.272,35.534,81.768,17.196,NA,NA,66.654,14.59,49.806,35.271,43.925,31.256,51.547,48.349,35.219,52.947,52.875,36.355,57.394,28.932,66.142,21.64,65.443,22.232,45.414,54.463
CBSA,19220,"Danville, KY",72654,27.959,36.605,58.593,39.801,64.474,32.975,70.05,28.835,59.384,39.299,78.83,20.343,NA,NA,62.273,17.303,45.883,37.941,39.406,34.476,49.352,50.501,34.256,55.778,51.031,39.308,54.824,32.418,63.413,25.173,62.898,27.317,44.061,55.351
CBSA,19260,"Danville, VA",149480,27.331,39.455,65.674,32.914,68.603,28.316,72.249,25.87,62.299,36.055,79.742,18.814,NA,NA,65.69,12.809,47.614,36.955,41.406,28.507,52.084,47.705,38.18,46.916,53.865,32.58,58.033,26.232,65.169,20.357,66.087,21.011,49.374,49.966
CBSA,19300,"Daphne-Fairhope-Foley, AL",133267,28.486,35.8,58.024,40.999,63.698,34.48,67.242,31.672,57.972,41.319,76.782,22.361,NA,NA,59.901,20.731,42.224,39.62,36.506,38.974,45.993,54.026,31.686,57.898,48.407,42.766,52.606,35.225,60.562,28.303,60.106,28.746,40.579,58.847
CBSA,19340,"Davenport-Moline-Rock Island, IA-IL",1039180,30.924,31.37,69.373,28.926,71.094,25.747,75.464,22.755,66.299,32.466,83.072,15.883,NA,NA,68.025,13.547,51.563,34.276,45.346,30.419,55.566,44.537,36.336,53.188,54.788,35.326,60.952,26.863,69.572,19.303,69.063,21.164,48.053,51.654
CBSA,19380,"Dayton, OH",1620441,29.677,32.835,62.48,36.235,68.378,29.094,73.563,25.55,65.092,34.018,81.171,17.346,NA,NA,64.426,15.024,49.522,34.972,45.382,31.737,51.766,48.545,35.365,55.756,53.335,37.649,58.439,30.143,66.048,23.979,64.426,26.765,46.037,53.836
CBSA,19420,"Dayton, TN",21724,25.934,37.986,55.754,42.639,60.804,36.333,66.636,32.282,55.731,42.833,76.703,22.519,NA,NA,58.843,19.854,42.492,40.039,35.053,36.471,45.788,54.046,32.54,55.878,48.697,40.637,51.192,34.736,60.353,27.205,59.855,27.394,41.595,57.72
CBSA,19460,"Decatur, AL",209840,25.376,39.617,61.103,37.598,65.02,32.894,69.858,29.157,59.21,39.822,77.642,22.015,NA,NA,59.88,18.918,43.912,39.477,37.967,34.832,47.289,52.721,32.619,54.148,48.987,39.571,53.177,32.476,60.25,26.341,59.541,27.141,42.711,56.89
CBSA,19500,"Decatur, IL",74711,28.306,33.979,64.713,32.935,67.57,29.76,72.941,25.565,62.032,36.845,81.266,17.776,NA,NA,63.28,15.881,48.352,35.827,41.873,33.311,49.571,50.378,34.47,53.968,51.797,37.593,56.325,30.01,64.284,21.829,64.488,23.065,44.624,54.913
CBSA,19540,"Decatur, IN",20871,28.844,33.257,60.994,37.665,63.639,34.033,69.288,29.567,58.277,40.458,79.483,19.338,NA,NA,61.827,17.517,46.093,37.545,39.797,34.589,47.861,52.206,33.899,56.571,50.98,40.425,54.324,33.19,62.733,25.543,62.077,27.114,42.341,57.525
CBSA,19580,"Defiance, OH",25975,27.715,35.007,61.324,37.521,69.648,28.343,74.653,24.497,65.101,33.948,81.332,17.99,NA,NA,65.082,16.574,50.067,34.968,43.908,32.716,49.605,50.583,32.874,56.901,51.299,38.864,56.023,31.642,64.835,23.908,63.769,26.114,43.846,56.146
CBSA,19620,"Del Rio, TX",29230,32.538,32.586,71.266,27.13,67.797,27.862,71.895,26.37,64.759,32.473,79.22,19.398,NA,NA,72.819,8.963,57.157,30.804,45.943,24.194,65.522,34.56,49.658,38.601,64.102,24.814,67.893,19.34,73.147,14.625,72.19,16.192,56.5,43.151
CBSA,19660,"Deltona-Daytona Beach-Ormond Beach, FL",872492,32.344,33.91,68.063,30.744,71.735,26.324,75.952,23.131,64.078,34.774,82.108,16.736,NA,NA,68.989,14.514,50.355,35.535,47.021,30.204,54.29,46.149,37.211,54.456,54.876,36.445,59.788,28.903,68.211,21.717,68.741,23.704,49.158,50.603
CBSA,19700,"Deming, NM",16161,34.831,30.617,68.975,29.664,68.331,28.55,72.415,25.889,64.352,33.271,80.385,17.61,NA,NA,70.751,10.556,55.108,31.199,45.901,25.623,62.168,37.671,45.56,43.456,61.84,27.764,65.485,21.478,71.277,16.416,70.812,17.771,52.806,46.668
CBSA,19740,"Denver-Aurora-Lakewood, CO",17811110,39.081,25.811,73.834,24.933,74.125,23.869,75.191,24.192,68.301,30.629,83.883,15.335,NA,NA,73.326,11.647,55.99,30.19,54.273,28.238,61.976,38.148,40.654,51.186,59.404,32.773,63.764,25.797,72.549,17.524,72.002,18.918,52.288,47.528
CBSA,19760,"DeRidder, LA",23765,26.101,38.834,53.869,44.881,60.004,37.383,64.233,35.758,54.488,44.263,75.645,24.477,NA,NA,56.911,19.567,40.972,41.448,34.282,36.592,44.969,55.131,32.649,57.294,48.142,41.919,50.949,35.094,58.077,29.06,55.876,32.729,41.759,58.048
CBSA,19780,"Des Moines-West Des Moines, IA",1937985,31.97,29.519,67.558,31.489,71.12,25.98,72.878,25.242,67.086,32.02,83.555,15.747,NA,NA,67.446,14.829,51.93,33.639,47.124,31.813,54.839,45.323,35.911,55.298,54.284,36.91,61.348,28.029,68.874,20.567,67.503,23.386,47.692,52.103
CBSA,19820,"Detroit-Warren-Dearborn, MI",17414562,31.729,31.965,71.339,26.914,70.421,25.989,76.746,21.89,67.05,31.91,83.223,15.98,NA,NA,69.172,12.058,52.355,32.869,43.781,28.614,55.104,45.143,38.244,50.068,55.344,34.022,60.305,25.946,68.392,18.76,67.273,21.145,49.066,50.596
CBSA,19860,"Dickinson, ND",17806,28.603,32.124,55.695,43.221,61.895,35.836,66.736,32.343,57.014,42.048,78.002,21.021,NA,NA,59.351,20.594,43.772,39.077,37.802,38.644,46.355,53.768,31.523,61.434,48.669,44.041,52.741,36.207,62.237,28.26,60.968,30.439,40.06,59.918
CBSA,19940,"Dixon, IL",24973,28.146,33.636,65.463,32.035,66.187,30.249,72.306,25.784,61.382,37.1,80.731,17.935,NA,NA,64.269,15.689,47.712,37.408,40.932,33.268,50.334,49.658,34.401,54.991,51.692,38.337,56.317,30.549,65.527,22.416,65.643,23.277,44.548,55.063
CBSA,19980,"Dodge City, KS",20243,29.521,33.389,62.496,36.245,64.931,32.663,68.947,29.536,61.364,37.04,78.343,20.096,NA,NA,64.585,15.655,49.78,34.684,41.516,30.924,53.95,45.937,39.559,49.835,55.402,34.427,59.507,27.876,65.756,22.497,64.062,24.433,45.947,54.142
CBSA,20020,"Dothan, AL",302289,25.273,40.423,59.64,38.884,63.424,33.672,67.933,30.816,57.61,41.248,77.002,22.47,NA,NA,59.881,17.964,43.411,40.228,36.382,34.211,46.529,53.488,33.084,52.802,49.139,38.549,52.781,31.737,59.595,25.976,59.285,26.653,43.455,55.952
CBSA,20060,"Douglas, GA",27147,26.552,40.469,60.684,37.912,66.641,30.828,71.072,27.509,60.666,37.765,78.69,20.231,NA,NA,63.193,14.366,46.359,37.68,39.717,30.291,50.245,49.983,36.453,49.147,52.33,35.054,54.507,28.813,60.692,22.997,58.942,25.384,47.007,52.547
CBSA,20100,"Dover, DE",108618,30.825,34.33,73.007,24.979,74.942,21.997,77.643,20.352,68.703,29.731,83.681,14.894,NA,NA,72.134,9.552,53.723,32.564,50.54,24.171,59.228,40.773,40.439,46.341,58.589,28.956,63.265,22.509,70.347,16.166,69.94,17.683,53.916,45.307
CBSA,20140,"Dublin, GA",77522,26.336,41.202,58.779,39.425,65.174,31.364,69.438,28.913,59.204,39.038,78.121,20.757,NA,NA,62.455,13.873,44.316,40.165,36.944,30.274,49.977,50.322,36.93,47.958,52.207,34.229,53.933,28.213,60.096,22.622,58.592,25.247,47.874,51.393
CBSA,20180,"DuBois, PA",59268,26.945,36.532,60.09,39.035,66.28,31.717,73.129,25.55,59.983,38.835,79.252,20.136,NA,NA,60.291,18.275,45.601,38.479,37.965,35.139,50.167,50,33.316,56.822,50.585,40.315,54.52,33.068,62.843,26.588,61.968,27.168,42.718,56.972
CBSA,20220,"Dubuque, IA",63180,30.158,30.032,67.716,31.122,70.169,26.325,74.186,24.161,65.217,33.487,82.475,16.356,NA,NA,68.663,14.041,52.012,34.087,47.857,30.932,54.945,45.218,35.356,56.447,54.698,37.113,60.734,28.758,69.212,21.667,67.707,24.582,47.645,51.836
CBSA,20260,"Duluth, MN-WI",572928,33.64,28.01,72.598,26.135,72.807,24.012,76.384,22.186,68.3,30.396,84.382,14.708,NA,NA,70.47,11.787,54.449,32.254,50.575,28.782,57.963,42.11,36.627,56.905,57.044,35.512,63.461,26.674,72.079,19.513,71.849,21.489,49.636,50.024
CBSA,20300,"Dumas, TX",12929,31.077,34.628,59.819,39.756,61.606,36.267,64.823,34.836,57.166,41.001,75.953,23.304,NA,NA,64.027,15.585,47.475,35.749,38.99,31.58,53.678,46.376,41.929,47.583,56.269,34.032,59.386,27.937,64.777,23.629,63.307,25.153,46.57,53.624
CBSA,20340,"Duncan, OK",30518,28.37,36.143,59.139,39.947,62.697,35.225,66.662,33.213,57.251,41.677,77.112,23.045,NA,NA,59.28,19.805,43.728,38.951,37.332,36.706,46.897,52.9,32.869,57.651,49.092,42.241,53.07,34.871,61.072,27.797,60.24,30.084,42.205,57.841
CBSA,20380,"Dunn, NC",75958,29.445,36.831,66.011,32.077,67.273,29.992,72.444,25.893,61.837,36.704,80.121,18.949,NA,NA,65.166,14.791,47.285,37.002,41.333,31.016,51.713,47.966,36.685,49.934,52.833,35.001,56.788,28.762,64.671,21.923,65.351,22.208,47.488,52.076
CBSA,20420,"Durango, CO",36364,42.366,23.147,76.771,22.522,76.397,21.882,78.184,21.428,71.299,27.67,86.258,12.966,NA,NA,76.331,9.886,59.383,27.753,59.386,25.814,63.491,36.564,40.727,53.338,62.004,32.411,68.098,23.911,75.61,16.338,75.027,17.905,54.144,45.68
CBSA,20460,"Durant, OK",28577,29.94,34.003,62.165,37.023,64.706,33.184,68.044,31.753,59.25,39.581,78.441,21.489,NA,NA,62.529,18.193,46.159,36.764,40.603,34.927,49.97,49.827,34.71,56.297,51.888,39.875,56.161,32.474,63.884,25.765,63.39,27.767,44.207,55.867
CBSA,20500,"Durham-Chapel Hill, NC",1389148,36.597,30.642,77.305,21.765,78.006,20.521,79.422,19.542,72.007,26.956,85.587,13.481,NA,NA,76.187,8.38,59.604,27.359,57.805,22.56,63.198,36.613,43.131,45.271,62.539,27.2,68.122,19.866,73.511,14.777,74.015,15.236,55.303,44.184
CBSA,20540,"Dyersburg, TN",25606,25.014,40.502,55.245,43.115,63.083,34.554,68.347,30.821,58.061,41.033,76.498,23.155,NA,NA,57.756,20.515,42.81,40.815,36.035,36.046,44.861,54.971,31.333,54.768,47.317,40.26,50.91,34.258,58.932,27.31,58.346,27.486,41.506,58.025
CBSA,20580,"Eagle Pass, TX",31380,29.286,36.383,59.06,39.729,58.12,39.082,62.61,36.15,54.882,42.584,72.403,26.243,NA,NA,63.41,14.222,48.432,35.733,35.87,29.815,56.498,43.368,47.055,40.529,58.783,28.939,60.911,24.191,65.306,20.577,63.881,21.753,48.901,51.313
CBSA,20660,"Easton, MD",28166,30.906,33.182,64.233,33.583,68.189,28.872,71.423,27.096,61.617,36.952,80.938,17.937,NA,NA,66.463,14.06,48.331,36.626,43.3,32.021,53.046,46.95,36.114,53.597,53.589,36.306,58.432,28.889,66.644,21.402,66.254,22.786,47.902,51.555
